"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"8762","mangueira de ar-comprimido que alimenta a bomba de diafragma amarrada com corda. Obs.: o desvio foi eliminado.","2","3","2","2","2","US CARAIBA","11"
"8763","freio de mao do veículo RMQ-8I52 necessitando regulagem","2","2","2","2","2","US S11D","11"
"8764","Desorganização","0","0","0","0","0","US NEXA ARIPUANA","0"
"8765","vl caida na valeta do criente","0","0","0","0","0","US NEXA ARIPUANA","0"
"8766","Materiais desorganizado na sala do container _x000d_
_x000d_
_x000d_
Risco de queda.","2","2","1","1","2","US NEXA ARIPUANA","4"
"8767","local não adequado para guarda EPI","0","0","0","0","0","US NEXA ARIPUANA","0"
"8768","falta de um lugar adequado para guardar documentos.","2","2","2","2","2","US NEXA ARIPUANA","4"
"8769","instalação elétrica não adequada","2","2","2","2","2","US NEXA ARIPUANA","4"
"8770","Execução de carregamento bombeado cliente MVC-Campo Bom, emulsão teve diminuição repentina na sua gaseificação. Desmonte paralisado e comunicado aos gestores imediatos.","3","3","2","2","4","CD PARANA","8"
"8771","Trevo sem sinalização!_x000d_
Risco de acidente.","3","3","2","2","2","US BELOCAL MATOZINHOS","6"
"8772","UMB 1080 sem sinal sonoro de ré. _x000d_
Desvio já corrigido.","2","3","2","2","2","US CARAIBA","11"
"8773","UMB 1080 com pisca queimado. Desvio sanado.","2","3","2","2","2","US CARAIBA","11"
"8774","UMB 1080 com farol baixo queimado.","2","3","2","2","2","US CARAIBA","11"
"8775","Inventário de explosivo superando a cota permitida do PRD 36 ( estrusoras/ embalagem)","4","5","4","2","1","MATRIZ - PLANTA CORDEL","9"
"8776","Empresa Monopólio trabalhando com extensão elétrica irregular na obra do novo TNQ de diesel. Solicitado regularização de imediato.","2","3","2","1","1","MATRIZ - ENGENHARIA DE PROJETOS","9"
"8777","Água escorrendo fora da canaleta,danificando o acesso as containers.","2","3","2","2","2","US VALLOUREC","4"
"8778","Capsula furada soltando pó de Plasma.","4","4","4","2","4","US VALLOUREC","8"
"8779","Canaletas entupidas na no exeço aos container do plasma na Us Vallourec._x000d_
temos que resolver antes da temporada de chuva ou teremos problemas com enchurradas no container.","2","3","2","2","2","US VALLOUREC","4"
"8780","Sinalização das leiras incorreto.","2","2","2","2","2","US VALLOUREC","4"
"8781","bancada 10nw,furos de pré corte, entupido","3","3","2","2","2","US MOSAIC CAJATI","0"
"8782","tartarugas de sinalização soltas na rotatória próxima ao canteiro.","2","2","2","2","2","US VALLOUREC","4"
"8783","tartarugas de sinalização soltas na rotatória próxima ao canteiro.","0","0","0","0","0","US VALLOUREC","0"
"8784","Plástico descartado no chão área da TSL, o mesmo foi removido e descartado na lixeira adequada.","0","0","0","0","0","US VALLOUREC","0"
"8785","Plástico descartado no chão área da TSL, o mesmo foi removido e descartado na lixeira adequada.","0","0","0","0","0","US VALLOUREC","0"
"8786","Capsula furada soltando pó de Plasma.","4","4","4","2","4","US VALLOUREC","8"
"8787","Excesso de poeira na mina,por falta de umidificação das vias.","2","2","2","2","2","US VALLOUREC","4"
"8788","colaborador  no plano de carregamento com as perfuratriz no local usando máscara como proteção  de queixo.","2","3","2","1","2","US VALE VERDE","2"
"8789","bancada com muito desnível, cuidado redobrado na movimentação de pessoas, risco de torção","3","3","2","2","2","OPERAÇÕES -  JARDINOPOLIS","6"
"8790","material solto no talude próximo a bancada_x000d_
ação: pedir cliente pra temover material um dia antes do carregamento da bancada.","3","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"8791","Brita contaminada com argila, e presenças de pedras e pedaços de galho. _x000d_
ação: solicitar cliente para não pegar final de monte. pra não houver presença de materiais contaminando.","2","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"8792","Telhado do área do compressor caiu durante a tempestade.","2","3","2","2","2","CD PARANA","4"
"8793","material na frente do desmonte impossibilitando a filmagem do desmonte","2","2","1","2","2","OPERAÇÕES -  JARDINOPOLIS","9"
"8794","Liquiport ELBL Vila Velha.._x000d_
_x000d_
Içamento de mantas com risco de rompimento mesmo bem acoplado.._x000d_
_x000d_
Orientado colaboradores a manter distância segura durante a movimentação.","2","3","2","2","2","OPERAÇÕES -  PLASMA","6"
"8795","Liquiport ELBL..._x000d_
_x000d_
Marmiitex pessoal da obra sem identificação dos donos...","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"8796","Sirene de ré, sem funcionar. UMB 102","2","3","2","2","2","US CARAIBA","11"
"8797","farol baixo L.E, queimado. UMB 102.","2","3","2","2","2","US CARAIBA","11"
"8798","pneu do CM 102 furado. Matriz","2","3","2","2","2","US CARAIBA","11"
"8799","lanterna traseira L.D, queimada. UMB 102.","2","3","2","2","2","US CARAIBA","11"
"8800","Frente ponto de carga tinha um choco na face. Matriz","3","3","2","2","2","US CARAIBA","9"
"8801","Farol baixo L.E. queimado. UMB 102. Matriz","2","3","2","2","2","US CARAIBA","11"
"8802","Lanterna traseira L.D. sem funcionar. Matriz","2","3","2","2","2","US CARAIBA","11"
"8803","Pneu sem corrente de bloqueio. Desvio corrigido ( Ver e agir)","1","1","1","1","2","US VALE CARAJAS","9"
"8804","portão da 476 está com a dobradiça quebrada, lado esquerdo, parte de cima. Matriz","2","2","2","2","2","US CARAIBA","11"
"8805","UMB 101, encontrado sem os calços de segurança.","2","3","2","1","2","US CARAIBA","9"
"8806","sirene de ré, sem funcionar. UMB 102.","2","3","2","2","2","US CARAIBA","11"
"8807","o cm 102 está com a sirene de ré queimada. Matriz","2","3","2","2","2","US CARAIBA","11"
"8808","CM 15 que transporta emulsão está sem guarda corpo local que da acesso ao tanque de emulsão. Matriz","3","3","2","2","2","US CARAIBA","11"
"8809","Sirene de ré, sem funcionar. UMB 102. Matriz","2","3","2","2","2","US CARAIBA","11"
"8810","sirene de ré do CM 102 não funciona. Matriz","2","3","2","2","2","US CARAIBA","11"
"8811","Camionete circulando com farol apagado","2","2","1","1","2","US CMOC NIOBIO","6"
"8812","na bancada de hoje piso irregular risco de torção, talude em risco de queda de Pedras..","3","3","3","2","2","US CMOC NIOBIO","6"
"8813","funcionário da enaex sem usar o protetor oricular no barulhos de maquina foi orientado a por","2","2","1","1","2","US CMOC NIOBIO","2"
"8814","acesso irregular ,nas proximidades do fogo","3","3","2","2","2","US MOSAIC CAJATI","6"
"8815","piso da bancada muito irregular","1","1","1","2","2","US CMOC NIOBIO","6"
"8816","Baia sem pontalete de sinalização","1","3","1","2","2","US CMOC NIOBIO","4"
"8817","enchada com bico virado para cima","0","0","1","1","2","US CMOC NIOBIO","11"
"8818","Caminhão TSL com carregamento de alguns pequenos matamos, os mesmos podendo cair do caminhão, colocando em risco os demais veículos de pequeno porte que transitam na mina.","3","3","2","1","2","US VALLOUREC","6"
"8819"," Falta de espaço  para a  UMB na bancada, tendo que ficar com parte do equipamento na via.","2","2","2","2","2","US CMOC FOSFATO","6"
"8820","Descarte incorreto de lixo.","0","0","0","0","0","US VALLOUREC","0"
"8821","placa de sinalização danificada","2","2","2","2","2","US CMOC FOSFATO","4"
"8822","Placa de segurança na área externa_x000d_
 da oficina com defeito.","2","2","2","2","2","US VALE CARAJAS","4"
"8823","bocal do mangote de recebimento de emulsão quebrado","0","0","0","0","0","US MSC PATROCINIO","0"
"8824","bocal do mangote de recebimento de emulsão quebrado","2","3","2","2","2","US MSC PATROCINIO","11"
"8825","Posto de trabalho da segurança desorganizado.","1","1","1","1","2","US VALE CARAJAS","4"
"8826","presença de abelha e marimbondo próximo ao escritório paiol","2","3","2","2","2","US MSC PATROCINIO","7"
"8827","bocal do mangote de recebimento de emulsão quebrado","0","0","0","0","0","US MSC PATROCINIO","0"
"8828","Faca de cozinha e lâmina de canivete deixados na janela da sala de treinamento.","0","0","0","0","0","US S11D","0"
"8829","poeira em excesso na mina","2","2","2","2","2","US VALLOUREC","4"
"8830","cápsula foi danificada na hora da montagem de fios .","4","4","4","2","4","US VALLOUREC","8"
"8831","cápsula danificada de fábrica","4","4","4","2","4","US VALLOUREC","8"
"8832","operador de umb faz bombeamento por mas de 1 hora sem retirar nenhuma amostra pra saber como a emulsão  está reagindo","3","4","3","1","2","US VALE VERDE","9"
"8833"," perda de haste","0","0","0","0","0","CD PARANA","0"
"8834","Contenner da Enaex, sala de Nitrito, piso esburacado.","2","3","2","2","2","US AURIZONA","4"
"8835","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Rompedor trabalhando muito próximo a escavadeira..._x000d_
_x000d_
Risco de projeção de partículas.","2","3","2","2","2","OPERAÇÕES -  PLASMA","6"
"8836","colocar mais iluminação e sinalização na entrada/saída do estacionamento de visitantes.","2","2","2","2","3","MATRIZ - CENTRAL DE LANCAMENTO","4"
"8837","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Rompedor trabalhando muito próximo a escavadeira..._x000d_
_x000d_
Risco de projeção de partículas.","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"8838","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Perfuratriz próximo ao local de fratura..._x000d_
_x000d_
Orientado a retirada.","2","3","2","2","2","OPERAÇÕES -  PLASMA","9"
"8839","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Carregamento bota fora próximo ao muro que divide obra rua..._x000d_
_x000d_
Risco de quedas de material encima dos veículos conforme o avanço da limpeza. _x000d_
_x000d_
Orientado Eng. Liquiport da situação do risco.","2","3","2","2","2","OPERAÇÕES -  PLASMA","4"
"8840","Liquiport ELBL Vila Velha.._x000d_
_x000d_
Saco de Grout em local impróprio..._x000d_
_x000d_
Corrigido o problema.","2","2","2","1","2","OPERAÇÕES -  PLASMA","4"
"8841","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Colaborador ELBL encima do talude. Risco de quedas...Orientado a descer..","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"8842","Placa de identificação de produto oxidante danificada (UMR 1080).","2","3","2","2","2","US CARAIBA","11"
"8843","Na pedreira BSI foi constatado pé do fogo bastante pesado, e furação ( bit) indicada pelo cliente não era a mesma aplicada _x000d_
Foi furado repés para auxiliar o arranque só pé.","2","2","2","2","2","OPERAÇÕES -  SÃO PAULO","9"
"8844","colocação de trava rodas item obrigatório","2","3","1","2","2","US MANGANES","11"
"8845","peneu da bob cat 1006  precisando ser trocado urgente","2","2","2","2","2","US VALE CARAJAS","11"
"8846"," portão da portaria do Paiol não aberto totalmente com risco de colisão! Foi feito alerta para patrimonial manter sempre portão 100% aberto","2","2","1","1","2","US ATLANTIC NICKEL","11"
"8847","Colaboradores ao adentrar o restaurante, não estão lavando as mãos. Cerca de 70% dos funcionários simplesmente ignoram a pia e vão direto ao buffet._x000d_
Também observado que estão tomando o suco e levando o copo diretamente na torneira da máquina de suco, aumentando o risco de contaminação.  Seria interessante abordar esses temas em DDS.","2","2","2","1","3","MATRIZ - ESTACIONAMENTO RESTAURANTE","4"
"8848"," Caminhonete da empresa R&D Tag 054 parada no polígono 034 sem uso do calço.  Motorista foi abordado por funcionário da Enaex e alertado","2","3","2","1","2","US ATLANTIC NICKEL","9"
"8849"," cruzamento próximo ao paiol sem a placa pare, correndo risco de colisão entre veículos, a situação foi informado ao supervisor do cliente para tratativas","2","2","2","2","2","US ATLANTIC NICKEL","6"
"8850","Material carregando fora do lugar apropriado, foi relocado para o lugar correto.","1","1","1","1","2","US ATLANTIC NICKEL","4"
"8851"," polígono 082 com a leira da crista inadequada para atividade de carregamento, foi parado atividade e avisado ao supervisor de perfuração e desmonte! Foi realizado APT com foco no carregamento da crista","3","3","3","2","2","US ATLANTIC NICKEL","9"
"8852"," polígono R10N 070 001 sem leira de proteção próximo ao talude! Foi acionado supervisor de desmonte para providenciar leira e eliminar o risco antes de iniciar o carregamento","3","3","3","2","2","US ATLANTIC NICKEL","9"
"8853"," caminhão comboio tag CD 010 estacionado próximo pit stop da mina sem o uso de calço nos pneus. Foi feita comunicação via rádio para o operador realizar a tratativa.","2","3","1","1","2","US ATLANTIC NICKEL","9"
"8854"," polígono F6W  082 015 com vários pontos sem leira de segurança na crista._x000d_
_x000d_
Foi abordado supervisor de desmonte e alinhado que os furos que estivesse sem leira não seriam carregados.","3","3","3","2","2","US ATLANTIC NICKEL","9"
"8855","Durante a atividade de limpeza da mangueira após carregamento foi verificado funcionário executando a purga da mangueira próximo a crista da banca Nível 770 da Pedreira Ciplan em Guapó/GO.","3","3","3","1","2","OPERAÇÕES -  CEZARINA","9"
"8856","- Material solto na crista da bancada._x000d_
- Ação : solicitar cliente para realizar batechoco um dia antes do carregamento da bancada.","3","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"8857","acesso inadequado para os UMBs","3","3","3","2","2","US NEXA ARIPUANA","6"
"8858","Equipamentos dentro da área de carregamento estacionados de costas para a saída em caso de emergência.","3","3","3","1","2","US SOSSEGO","9"
"8859","toda equipe da enaex do T3, ficaram sem janta, falta de comida no refeitório da NEXA.","3","3","2","2","2","US NEXA ARIPUANA","5"
"8860","Frentes liberadas para carregamento, sem duto de ventilação, com mais de 40 metros .","4","4","4","2","2","US NEXA ARIPUANA","5"
"8861","Refletores em frente o cacrá que iluminação que faz a iluminação até a saída da fábrica estão 2 queimados.","2","2","2","2","3","MATRIZ - FACILITIES","4"
"8862","na bancada F6W_082_015 carregamento sem a lerá","3","3","3","2","2","US ATLANTIC NICKEL","9"
"8863","portão da portaria do paiol com risco de causar um acidente com nossos equipamentos foi solicitado ao vigilante para quando for abrir o portão abrir até a base da barra de segurança pra não acontecer um acidente com pessoas e equipamentos","2","2","1","1","2","US ATLANTIC NICKEL","11"
"8864","portão da portaria do paiol não aberto o suficiente podendo causar danos ou acidente pra pessoas e equipamentos","0","0","0","0","0","US ATLANTIC NICKEL","0"
"8865","Polígono R10N-070-001 sem condições de acesso pra nossas UMB correndo um grande risco de danificar nossos equipamentos praça de carregamento ruim e acesso","3","3","2","2","2","US ATLANTIC NICKEL","6"
"8866","Colaborador vendendo produtos no vestiário, desrespeitando o procedimento interno da companhia e por consequência  gerando tumulto ","2","2","2","1","3","MATRIZ - VESTIÁRIOS","9"
"8867","tampa da operação da umb Mercedes com os braços de elevação com defeito causando perigo na hora da operação, perigo de queda na cabeça do operador, tendo que segura com um pedaço de madeira para poder inciar a operação","4","4","4","2","2","US TABOCA","11"
"8868","teste","0","0","0","0","0","CD PARANA","0"
"8869","Colaborador da manutenção elétrica realizando atividades sem capacete de segurança,.","2","2","2","1","1","MATRIZ - PLANTA EMULSAO ENCARTUCHADA","2"
"8870","praça de carregamento, muito crítica em relação a nivelamento.Risco de tropessar, cair, torções, corte em pneus dos Equipamentos,","3","3","2","2","2","US AURIZONA","6"
"8871","equipamento passando pela praça de perfuração e risco de obstrução de furos, responsabilidade do cliente","0","0","0","0","0","US AURIZONA","0"
"8872","equipamento passando pela praça de perfuração, risco de obstrução de furos. responsabilidade do cliente","2","3","2","1","2","US AURIZONA","9"
"8873","praça de carregamento muito surja de blocos, risco de projetar material no ato do desmonte","3","3","2","2","2","US AURIZONA","9"
"8874","Vazamento de emulsão, dos tambos a qual esta armazenada e esta sem bacia de contenção.","3","3","3","2","2","US MOSAIC TAPIRA","7"
"8875","trajeto do fretado longo demais, estou chegando na minha residência as 19:40.","0","0","0","0","0","MATRIZ - FACILITIES","0"
"8876","verifiquem a possibilidade de fazer uma nova rota separada para o pessoal de Campinas e Colombo.","0","0","0","0","0","MATRIZ - FACILITIES","0"
"8877","pino de aterramento esposo, causando risco de tropeço e causando risco a um acidente","2","3","2","2","2","US TABOCA","4"
"8878","trajeto do fretado longo demais, já chego no trabalho cansado e desmotivado.","0","0","0","0","0","MATRIZ - FACILITIES","0"
"8879","Sem área de manobra","2","3","2","2","2","CD PARANA","6"
"8880","Pneus fora das baias. Desvio sanado ( Ver e agir)","1","1","1","1","2","US VALE CARAJAS","4"
"8881","Transporte fretado desumano, sem banheiro para quem vem da fazenda, trajeto pelo centro de Curitiba, para quem mora na fazenda e proximidades aumentou o tempo em pelo menos 30 minutos. onde foi que melhorou?","0","0","0","0","0","MATRIZ - FACILITIES","0"
"8882","Eu acredito que deveria ter um ônibus só para o pessoal de Colombo, o ônibus dá muita volta dentro dessa cidade._x000d_
Para vir de Curitiba do centro o trajeto está levando 01:30 por causa dessas voltas.","0","0","0","0","0","MATRIZ - FACILITIES","0"
"8883","Pedreira Anhanguera SP_x000d_
Banco com desnivel _x000d_
Ao acessar cuidado com queda e torção.","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"8884","CB 123 placa BEJ7G26 , com vazamento de óleo próximo a caixa de marcha, precisando de correção com urgência.","2","3","2","2","2","US VALE CARAJAS","11"
"8885","vazamento de vapor na linha de aquecimento da SC.","3","3","2","2","1","FILIAL ESCADA","11"
"8886","vazamento de BPF na bomba BBE 0068 da caldeira.","3","3","3","2","1","FILIAL ESCADA","11"
"8887","motorista de terceiro trazitando na areia fábrica sem seus EPI.","3","3","2","1","1","FILIAL ESCADA","2"
"8888","Falta de apoio de braço para subir no caminhão Baú.","2","3","2","2","2","US ANGLO AMERICAN","11"
"8889","Posição anti ergonômica para encamisar o furo","2","3","1","2","2","US ANGLO AMERICAN","5"
"8890","Varias falhas identificadas durante o trabalho em campo - Extintor com data de validade expirada, EPI’s jogados ao chão da praça, material ANFO espalhado no chão da praça e marcas da roda de um caminhão que passou bem próximo dos furos carregados","4","4","4","2","2","US ANGLO AMERICAN","2"
"8891","Colaborador em área de operação com EPIs pendente.","2","2","2","1","2","US VALLOUREC","2"
"8892","Produto após o processo de escorva se encontra pelo chão da praça","3","3","3","1","2","US ANGLO AMERICAN","9"
"8893","Materiais que são utilizados para carregamento de furos com ANFO estão bem desgastados - balde e caixa d’água._x000d_
_x000d_
Material de ANFO espalhados pelo chão próximo ao local de carregamento.","3","3","3","2","2","US ANGLO AMERICAN","11"
"8894","pedra com risco de cair só talude_x000d_
_x000d_
avisado os colaboradores pra não ficar de baixo e não deixar nenhum equipamento de baixo","3","3","3","2","2","US MOSAIC CAJATI","9"
"8895","colaborador pulando a leira _x000d_
_x000d_
foi abordado e orientado a não fazer de novo","3","3","3","1","2","US MOSAIC CAJATI","9"
"8896","bancada sem espaço pra colocar o veículos da enaex e os colaboradores em condições de risco_x000d_
_x000d_
_x000d_
foi chamado a Pc e feito melhoria e assim colocado os colaboradores e os veículos em segurança","3","3","2","2","2","US MOSAIC CAJATI","6"
"8897","Solda de guarda-corpo solta, podendo gerar contato físico com pessoas.","3","3","3","2","2","US MINERACAO MORRO DO IPE","2"
"8898","plano de carregamento  escorvado sem placa de sinalização sendo que tinha placa dentro da carroceria da camionete de apoio .","2","3","2","1","2","US VALE VERDE","9"
"8899","cavalo na via","2","2","2","2","2","US MANGANES","6"
"8900","motorista de um caminhão da TGA não respeitou a preferência do pedestre para a travessia da faixa e acelerou o caminhão saindo da balança sem dar tempo para a travessia.","3","3","2","1","3","MATRIZ - PORTARIA","6"
"8901","colaborador  da empresa Votorantim estava atuando em um caminhão sem EPIs isso é proibido na área da oficina da mineração , isso pode causa um incidente e trazer grandes transtorno para o próprio colaborador.","0","0","0","0","0","CD PARANA","0"
"8902","","3","3","2","1","3","CD PARANA","6"
"8903","operador de umb pegando no copo de amostra com emulsão  sem luva de proteção  .","3","3","2","1","2","US VALE VERDE","2"
"8904","Veículo parado sobre o caminho seguro destino a passagem de pedestres.","2","3","2","1","2","US MINERACAO MORRO DO IPE","6"
"8905","funcionário parceiro realizando atividades sem luva","0","0","0","0","0","CD PARANA","0"
"8906","funcionário caminhando fora do caminho seguro","2","3","2","1","2","CD PARANA","6"
"8907","Galão  de óleo  colocado em local indevido._x000d_
_x000d_
Tratativa: orientar ao mecânico u descarte correto do material.","2","2","1","1","2","US ATLANTIC NICKEL","4"
"8908","epi no lugar incorreto","2","2","2","1","2","CD PARANA","4"
"8909","colaborador  sem máscara  no plano de carregamento.","3","3","2","1","2","US VALE VERDE","2"
"8910","camionete da brazauro 017 estacionada sem calso de segurança","0","0","0","0","0","US TOCANTINZINHO","0"
"8911","na frente do desmonte com material","3","3","2","2","2","US MANGANES","9"
"8912","camionete da empresa NR, 03 estacionada sem calso de segurança","0","0","0","0","0","US TOCANTINZINHO","0"
"8913","Colaborador em área de operação com alguns EPIs pendente,_x000d_
Em seguida pedir ao colaborador que colocasse o EPI pendente.","2","2","2","1","2","US VALLOUREC","2"
"8914","Falta de limpeza na UMT","2","3","2","1","2","US ANGLO AMERICAN","4"
"8915","Material de Nitrato espalhado pelo chão do paiol durante o carregamento das UMT","2","3","2","1","2","US ANGLO AMERICAN","4"
"8916","Veículo da topografia rodando na mina sem giroflex.","2","3","2","1","2","US VANADIO","9"
"8917","Veículo do cliente parado na faixa de pedestres.","2","3","2","2","2","US VANADIO","6"
"8918","Copo descartável jogado no chão.","0","0","0","0","0","US VANADIO","0"
"8919","Piso do caminho danificado, oferecendo risco de tropeço por algum colaborador.","2","2","2","2","2","US SOSSEGO","4"
"8920","não evidenciado registro de dds da empresa versatil na obra dos tanques da totalflex","2","3","2","1","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","9"
"8921","Vários pontos nos acesso da fábrica na Matriz, com cabos de energia atravessando e sem sinalização e identificação altura.","2","3","2","2","1","MATRIZ - MANUT. INDUSTRIAL","4"
"8922","Projeto tanque de ácido 47 , conforme relato do operador Enaex  que no ato de assinatura de AST a PT não estava presente e foi aprentada após 1 hora , fugindo assim dos procedimentos de segurança.","3","3","3","1","1","MATRIZ - ENGENHARIA DE PROJETOS","9"
"8923","Bolsa da cápsula com furos.","4","4","4","2","4","US VALLOUREC","8"
"8924","Veículo estava ultrapassando numa cursa deu de frente com veículo da Enaex deu tempo do condutor da Enaex sair para o acostamento quais um acidente.","3","2","2","1","2","CD PARANA","6"
"8925","Bolsa da cápsula com furos.","4","4","4","2","4","US VALLOUREC","8"
"8926","Canaletas de escoamento de água entupida.","0","0","0","0","0","US VALLOUREC","0"
"8927","furos vazando/ medida tomada = foi emcamisado os furos","2","2","2","2","2","OPERAÇÕES -  CEZARINA","9"
"8928","máquinas trabalhando no pé da bancada/ medida tomada= foi pedido que parassem o trabalho delas","3","3","2","1","2","OPERAÇÕES -  CEZARINA","6"
"8929","furos fazando","2","2","2","2","2","OPERAÇÕES -  CEZARINA","9"
"8930","fogo causado","3","3","3","2","2","OPERAÇÕES -  CEZARINA","9"
"8931","cavalo na via","0","0","0","0","0","US MANGANES","0"
"8932","máquinas trabalhando embaixo  da bancada","3","3","3","1","2","OPERAÇÕES -  CEZARINA","9"
"8933","bancada com muitas trincas","3","3","3","2","2","OPERAÇÕES -  CEZARINA","9"
"8934","copo papel em devido lugar","0","0","0","0","0","US MANGANES","0"
"8936","máquina trabalhando próximo a bancada","3","3","2","1","2","OPERAÇÕES -  CEZARINA","9"
"8937","copo papel em devido lugar","0","0","0","0","0","US MANGANES","0"
"8938","alguns desvios identificados durante a operação: Diversos EPC espalhados pela praça, EPC velhos, porta do caminhão baú aberta e não esta presa..","3","3","3","1","2","US ANGLO AMERICAN","9"
"8939","ver e agir - substituição do kit emergência migação","2","2","1","2","2","US ANGLO AMERICAN","11"
"8940","Desvio encontrado na operação das UMT: passando por cima dos cabos de brinel, furos muito próximo um dos outros, sem espaço para a UMT manobrar","4","4","4","2","2","US ANGLO AMERICAN","9"
"8941","Alguns desvios identificados no momento da operação de carregamento de furos na praça: UMT passando próximo aos  furos, por cima das leiras, cabos de brinel da escorva mal distribuido..","3","4","3","1","2","US ANGLO AMERICAN","9"
"8942","Dia:08/08/23_x000d_
Turno:06:00 as 13:00_x000d_
Cm 101 está com o pisca traseiro lado do passageiro sem funcionar.","2","3","2","2","2","US CARAIBA","11"
"8943","óleo derramado no solo cava mata","0","0","0","0","0","US SOSSEGO","0"
"8944","placa no chão cava ma","2","2","2","2","2","US SOSSEGO","4"
"8945","Ausência de sinalização de material depositado na lateral da via que dá acesso a paiol da unidade.","2","2","2","2","2","US PEDRA BRANCA","4"
"8947","prd 47_x000d_
Monopólio_x000d_
Colaboradores estavam em proximidade de área de descarregamento de ácido. Orientados a ficarem afastados até o completo descarregamento de ácido no setor.","2","3","2","1","1","MATRIZ - PLANTA NITROPENTA","9"
"8948","Prd 300_x000d_
Versátil_x000d_
Colaborador estava com boné debaixo do capacete. Foi explicado o porquê não se usar esse tipo de item sem em área fabril.","2","3","2","1","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","2"
"8949","Prd 300_x000d_
Monopólio_x000d_
Colaboradores estavam realizando entrega de materias sem utlizar os epis mínimos.","3","3","3","1","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","2"
"8950","acesso para os caminhão estava muito ruim, foi falado com o coordenador para melhorar o acesso ...","1","1","1","2","2","US CMOC NIOBIO","6"
"8951","uma escavadeira trabalhando ao lado da área do desmonte, foi falado com o meu líder de campo para retirar a máquina para evitar acidentes..","2","2","1","1","2","US CMOC NIOBIO","9"
"8952","Canaletas cheias de barro.","0","0","0","0","0","US VALLOUREC","0"
"8953","excesso de poeira na portaria da mina ,por falta de umidificação.","2","3","2","2","2","US VALLOUREC","4"
"8954","Lixeira azul sem indentifacação atrapalhando a coleta celetiva.","2","2","2","2","2","US VALLOUREC","4"
"8955","Mato seco risco de fogo no container Administrativo.","3","3","2","2","2","US VALLOUREC","4"
"8956","950 acesso acúmulo de água do Samp com bomba flat Eletrica energizada 440wolts caso de fulga risco de elétrico essa frente que dá acesso as outras frentes  GTFl,GEN,GEX,GTFL,internivel O ,internivelL","3","3","3","2","2","US PEDRA BRANCA","9"
"8957","Brinel de ligação 6mt n°89 9ms com o conector da espoleta soltando, podendo ocasionar falha no desmonte.","3","3","2","2","4","CD PARANA","8"
"8958","epi em local inadequado","2","2","2","1","2","CD PARANA","4"
"8959","colaboradora da sodexo não parou com o carro na faixa para pedestres atravessar..","3","3","2","1","3","MATRIZ - ESTACIONAMENTO RESTAURANTE","6"
"8960","Na mina pedra Branca no acesso 950 ha acúmulo de água do samp com Bomba flat energia de 440 wolts caso tenha uma fulga há proximidade de acidente com grande potencial elétrico, essa","4","4","4","2","2","US PEDRA BRANCA","9"
"8961","Rocha fraturada","3","3","4","2","2","OPERAÇÕES -  CEZARINA","9"
"8962","Na mina pedra Branca no acesso 950 ha acúmulo de água do samp com Bomba flat energia de 440 wolts caso tenha uma fulga há proximidade de acidente com grande potencial elétrico, essa","0","0","0","0","0","US PEDRA BRANCA","0"
"8963","Encanamento com vazamento","2","3","2","2","2","US ANGLO AMERICAN","11"
"8964","Retroescavadeira (retrinha) locomovendo próximo aos furos e em cima dos cabos de brinel.","3","3","0","1","2","US ANGLO AMERICAN","9"
"8965","capacete em local impróprio","1","1","1","1","2","US ANGLO AMERICAN","4"
"8966","Praça de carregamento muito ruim,  com presença de água.","3","3","2","2","2","US VANADIO","9"
"8967","Poste no acesso aos paiois deixado no chão sem sinalização.","2","2","2","2","2","US VANADIO","4"
"8968","Uso de quadriciclos por parte do cliente em áreas de trânsito de veículos de grande porte.","3","3","2","1","2","US TOCANTINZINHO","6"
"8969","Giroflex da L200 branca não funciona. Fio cortado.","3","3","4","2","2","US SIGMA LITHIUM","11"
"8970","Pneu da VA dos técnicos BRI 16, traseiro lado direito, encontrado com uma laranja no pneu. _x000d_
o mesmo foi passado para o mecânico do turno e feito a troca em imediato.","3","3","2","2","2","US JACOBINA","11"
"8971","placas de oxidante do caminhão ITQ5052 com folga nas laterais, coloquei fita duplaface para fixar melhor pois as placas de oxidante não tem necessidade de cerem removidas, amenos que, o caminhão seja descontaminado e fassa viagens longas","0","0","0","0","0","OPERAÇÕES -  CEARÁ","0"
"8972","ENX 008 com adesivos fora do padrão, foi solicitado ao gestor a aquisição de novos adesivos.","2","2","2","2","2","US ATLANTIC NICKEL","4"
